Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,ZIP Code,SWIS Code,DEC Region,Spill Date,Received Date,Contributing Factor,Waterbody,Source,Close Date,Material Name,Material Family,Quantity,Units,Recovered
9210746,159 EAST 115TH  STREET,159 EAST 115TH STREET,,MANHATTAN,New York,,3101,2,12/16/1992,12/16/1992,Equipment Failure,,Commercial/Industrial,12/17/1992,#4 fuel oil,Petroleum,5,Gallons,0
9304722,159 EAST 64TH STREET,159 EAST 64TH STREET,,MANHATTAN,New York,,3101,2,07/15/1993,07/15/1993,Equipment Failure,,Commercial/Industrial,07/15/1993,#2 fuel oil,Petroleum,1,Gallons,0
9512240,159 MADISON AVE,159 MADISON AVE,,MANHATTAN,New York,,3101,2,12/29/1995,12/29/1995,Equipment Failure,,Commercial Vehicle,02/24/2003,#2 fuel oil,Petroleum,1,Gallons,1
9705651,159 MERCER ST  APT - 2F,159 MERCER ST  APT - 2F,,MANHATTAN,New York,,3101,2,08/06/1997,08/09/1997,Unknown,,Unknown,01/29/1998,unknown material,Other,0,Gallons,0
9208717,159 WAVEL ST.,159 WAVEL ST,,SYRACUSE,Onondaga,,3415,7,10/28/1992,10/28/1992,Housekeeping,,Commercial/Industrial,10/28/1992,unknown petroleum,Petroleum,0,,0
9204035,159-01 LINDEN BLVD,159-01 LINDEN BLVD,,JAMAICA,Queens,,4101,2,07/08/1992,07/07/1992,Housekeeping,,Gasoline Station or other PBS Facility,02/04/1998,waste oil/used oil,Petroleum,0,Pounds,0
8806752,159-02 CROSS BAY BLVD,159-02 CROSS BAY BLVD,,NEW YORK CITY,Queens,,4101,2,11/13/1988,11/13/1988,Tank Overfill,,Gasoline Station or other PBS Facility,11/13/1988,gasoline,Petroleum,25,Gallons,0
9703796,159-03 65 AVE,159-03 65 AVE,,FLUSHING,Queens,,4101,2,06/27/1997,06/27/1997,Human Error,,Gasoline Station or other PBS Facility,06/27/1997,#2 fuel oil,Petroleum,1,Gallons,1
1211723,159-11 98th Street,159-11 98th Street,,Howard Beach,Queens,11414,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,215
1211724,159-12 97th Street,159-12 97th Street,,Howard Beach,Queens,11414,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,175
1211725,159-13 97th Street,159-13 97th Street,,Howard Beach,Queens,11414,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,140
1211726,159-17 96th Avenue,159-17 96th Street,,Howard Beach,Queens,11414,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,287
9514558,159-18 33RD AVE,159-18 33RD AVE,,FLUSHING,Queens,,4101,2,02/14/1996,02/14/1996,Equipment Failure,,Private Dwelling,02/14/1996,#2 fuel oil,Petroleum,1,Gallons,1
1213279,159-34 99th st (Hurricane Sandy),159-34 99th st,,howard beach,Queens,,4101,2,10/29/2012,12/05/2012,Storm,,Private Dwelling,11/23/2012,#2 fuel oil,Petroleum,0,Gallons,220
9401574,1590 HYLAN BLVD.,1590 HYLAN BLVD,,STATEN ISLAND,Richmond,,4301,2,04/29/1994,04/29/1994,Tank Failure,,Commercial/Industrial,02/27/2003,motor oil,Petroleum,0,Pounds,0
9401574,1590 HYLAN BLVD.,1590 HYLAN BLVD,,STATEN ISLAND,Richmond,,4301,2,04/29/1994,04/29/1994,Tank Failure,,Commercial/Industrial,02/27/2003,waste oil/used oil,Petroleum,1,Gallons,0
9100353,1590 MADISON AVE/MANH,1590 MADISON AVENUE,,NEW YORK CITY,New York,,3101,2,04/08/1991,04/08/1991,Other,,Commercial/Industrial,04/08/1991,unknown petroleum,Petroleum,0,,0
0201271,1590 WEST 8TH ST.,1590 WEST 8TH STREET,,BROOKLYN,Kings,,2401,2,05/03/2002,05/03/2002,Tank Test Failure,,Commercial/Industrial,06/26/2007,#2 fuel oil,Petroleum,0,Gallons,0
8805964,1592 PITKIN AVENUE,1592 PITKIN AVE,,BROOKLYN,Kings,,2401,2,10/12/1988,10/14/1988,Human Error,,Tank Truck,11/02/1988,#2 fuel oil,Petroleum,10,Gallons,0
0811236,1594 CO RT 22,1594 CO RT 22,,ALTMAR,Oswego,13302,3820,7,01/10/2009,01/12/2009,Equipment Failure,,"Institutional, Educational, Gov., Other",05/19/2009,diesel,Petroleum,100,Gallons,90
1709942,1599 LEXINGTON AVE CORP,1599 LEXINGTON AVE,,MANHATTAN,New York,,3101,2,01/31/2018,01/31/2018,Tank Test Failure,,Gasoline Station or other PBS Facility,02/05/2018,gasoline,Petroleum,0,,0
9013137,1599 LEXINGTON AVE/AMOCO,1599 LEXINGTON AVENUE,,NEW YORK CITY,New York,,3101,2,03/26/1991,03/26/1991,Tank Overfill,,Gasoline Station or other PBS Facility,03/27/1991,gasoline,Petroleum,50,Gallons,0
9309457,159TH AVE & 95TH STREET,159TH AVE & 95TH STREET,,QUEENS,Queens,,4101,2,11/04/1993,11/04/1993,Human Error,,Unknown,11/04/1993,unknown petroleum,Petroleum,0,,0
9415758,159TH AVE TO 163RD AVE,159TH AVE TO 163RD AVE,,JAMAICA BAY,Queens,,4101,2,03/06/1995,03/06/1995,Unknown,SHELLBANK BASIN,Unknown,03/06/1995,foam,Other,0,Pounds,0
9415758,159TH AVE TO 163RD AVE,159TH AVE TO 163RD AVE,,JAMAICA BAY,Queens,,4101,2,03/06/1995,03/06/1995,Unknown,SHELLBANK BASIN,Unknown,03/06/1995,unknown petroleum,Petroleum,0,Pounds,0
9606288,159TH ST & 110TH AVE,159TH ST & 110TH AVE,,QUEENS,Queens,,4101,2,08/15/1996,08/15/1996,Unknown,,Unknown,08/15/1996,diesel,Petroleum,25,Gallons,0
9606288,159TH ST & 110TH AVE,159TH ST & 110TH AVE,,QUEENS,Queens,,4101,2,08/15/1996,08/15/1996,Unknown,,Unknown,08/15/1996,transmission fluid,Petroleum,25,Gallons,0
9613702,159TH ST/LIBERTY AV,159TH ST/LIBERTY AV,,QUEENS,Queens,,4101,2,02/21/1997,02/21/1997,Equipment Failure,,Commercial Vehicle,04/18/1997,hydraulic oil,Petroleum,15,Gallons,15
1105918,15B DUBLIN DRIVE,15B DUBLIN DRIVE,,BALLSTON SPA,Saratoga,,4620,5,07/26/2011,08/03/2011,Deliberate,,Private Dwelling,08/24/2011,gasoline,Petroleum,0,Gallons,0
8300190,15TH @ HUTTON ST,15TH @ HUTTON ST,,TROY,Rensselaer,,4217,4,04/25/1983,04/26/1983,Equipment Failure,,Gasoline Station or other PBS Facility,02/29/1988,gasoline,Petroleum,0,Pounds,0
9203208,15TH AV BET 119TH & 120TH,15TH AV BET 119TH & 120TH,,FLUSHING,Queens,,4101,2,06/17/1992,06/17/1992,Equipment Failure,,Commercial Vehicle,06/18/1992,diesel,Petroleum,50,Gallons,0
9206765,"15TH AVE ,BAY RIDGE PKWY","15TH AVE, BAY RIDGE PKWY",,BROOKLYN,Kings,,2401,2,09/11/1992,09/11/1992,Deliberate,,Unknown,09/11/1992,battery acid,Other,0,,0
9206765,"15TH AVE ,BAY RIDGE PKWY","15TH AVE, BAY RIDGE PKWY",,BROOKLYN,Kings,,2401,2,09/11/1992,09/11/1992,Deliberate,,Unknown,09/11/1992,unknown petroleum,Petroleum,0,,0
9312932,15TH AVE IN RD. WAY.,15TH AVE - IN RD. WAY,,QUEENS,Queens,,4101,2,02/02/1994,02/02/1994,Unknown,,Unknown,02/02/1994,diesel,Petroleum,0,,0
9602416,15TH AVE/41ST STREET,15TH AVE/41ST STREET,,BROOKLYN,Kings,,2401,2,05/20/1996,05/20/1996,Other,,Commercial Vehicle,05/20/1996,gasoline,Petroleum,10,Gallons,10
9309658,15TH ST & 111TH STREET,15TH ST & 111TH STREET,,MANHATTAN,New York,,3101,2,11/10/1993,11/10/1993,Unknown,HUDSON RIVER.,Commercial/Industrial,11/17/1993,unknown petroleum,Petroleum,0,Pounds,0
9413999,15TH ST & 11TH AVE,PIER #57-15TH ST-11TH AVE,,MANHATTAN,New York,,3101,2,01/20/1995,01/20/1995,Equipment Failure,,Commercial/Industrial,01/30/1995,diesel,Petroleum,200,Gallons,0
9501855,15TH ST & 11TH AVE,15TH ST / 11TH AVE,,MANHATTAN,New York,,3101,2,05/15/1995,05/15/1995,Unknown,HUDSON,Unknown,05/15/1995,unknown petroleum,Petroleum,0,Gallons,0
9410920,15TH ST & 11TH AVE,15TH ST / 11TH AVE,,MANHATTAN,New York,,3101,2,11/16/1994,11/16/1994,Unknown,HUDSON RIVER,Unknown,10/03/2003,unknown petroleum,Petroleum,0,Gallons,0
9304232,15TH ST & 5TH AVENUE,15TH ST/5TH AVENUE,,BROOKLYN,Kings,,2401,2,07/03/1993,07/03/1993,Unknown,,Unknown,02/24/2003,unknown petroleum,Petroleum,0,Gallons,0
8905987,15TH ST & 8TH AVE/BKLYN,15TH ST / 8TH AVE,,NEW YORK CITY,Kings,,2401,2,09/18/1989,09/18/1989,Tank Overfill,,"Institutional, Educational, Gov., Other",01/12/2004,#2 fuel oil,Petroleum,0,Pounds,0
9404549,15TH ST & THIRD AVE,EMPTY LOT- 15TH ST & 3 AV,,BROOKLYN,Kings,,2401,2,07/01/1994,07/01/1994,Unknown,,Unknown,07/01/1994,unknown petroleum,Petroleum,55,Gallons,0
9110677,15TH ST & W SIDE HWY,15TH ST / WEST SIDE HWY,,NYC,New York,,3101,2,01/14/1992,01/14/1992,Equipment Failure,HUDSON RIVER,Commercial/Industrial,11/22/1994,#4 fuel oil,Petroleum,500,Gallons,0
0811356,15TH ST 250 FEET EAST OF AVE C,15TH ST,,MANHATTAN,New York,,3101,2,01/14/2009,01/14/2009,Unknown,,Commercial/Industrial,03/30/2009,dielectric fluid,Petroleum,10,Gallons,10
9315574,15TH ST 3RD AVENUE,15TH ST 3RD AVENUE,,BROOKLYN,Kings,,2401,2,07/03/1993,07/03/1993,Abandoned Drums,,Commercial Vehicle,07/04/1993,unknown petroleum,Petroleum,1,Gallons,0
9310763,15TH ST BET. 8TH & 7TH AV,15TH ST BET. 8TH & 7TH AVE,,BROOKLYN,Kings,,2401,2,12/06/1993,12/06/1993,Equipment Failure,,Commercial/Industrial,12/06/1993,#2 fuel oil,Petroleum,0,,0
9516452,15TH ST OWNERS ASSOC,332 EAST 15TH ST,,MANHATTAN,Kings,,2401,2,03/21/1996,03/21/1996,Equipment Failure,,Private Dwelling,03/21/1996,#6 fuel oil,Petroleum,20,Gallons,0
9900541,15TH STREET & 8TH AVENUE,15TH STREET & 8TH AVENUE,,BROOKLYN,Kings,,2401,2,04/15/1999,04/15/1999,Equipment Failure,,Commercial Vehicle,04/16/1999,unknown petroleum,Petroleum,20,Gallons,0
9900548,15TH STREET & 8TH AVENUE,15TH STREET & 8TH AVENUE,,BROOKLYN,Kings,,2401,2,04/15/1999,04/15/1999,Equipment Failure,,Commercial Vehicle,04/16/1999,#2 fuel oil,Petroleum,20,Gallons,0
9900543,15TH STREET & 8TH AVENUE,439 15TH ST,,BROOKLYN,Kings,,2401,2,04/15/1999,04/15/1999,Unknown,,Commercial Vehicle,04/16/1999,#2 fuel oil,Petroleum,15,Gallons,0
0211496,15TH STREET AND,2ND AVE & 15TH ST,,BROOKLYN,Kings,,2401,2,02/19/2003,02/19/2003,Unknown,,Unknown,02/24/2003,unknown material,Other,1,Gallons,0
9610208,15TH STREET AT PROSPECT,PARK WEST,,NEW YORK,Kings,,2401,2,11/15/1996,11/15/1996,Traffic Accident,,Passenger Vehicle,11/25/1996,hydraulic oil,Petroleum,0,Gallons,0
0700516,16 ANTHONY DR,16 ANTHONY DRIVE,,SPRING VALLEY,Rockland,,4426,3,04/15/2007,04/16/2007,Other,,"Institutional, Educational, Gov., Other",06/12/2007,raw sewage,Other,0,Gallons,0
9813875,16 AVONDALE RD,16 AVONDALE RD,,WHITE PLAINS,Westchester,,6017,3,02/13/1999,02/16/1999,Tank Test Failure,,Private Dwelling,05/10/1999,#2 fuel oil,Petroleum,0,Gallons,0
8300098,16 AZALEA STREET,16 AZALEA STREET,,ROCHESTER,Monroe,,2814,8,04/14/1983,04/14/1983,Unknown,,Unknown,04/14/1983,unknown material,Other,0,Gallons,0
0508200,16 BEERS RD,16 BEERS RD,,SAUGERTIES,Ulster,,5648,3,10/09/2005,10/09/2005,Other,,Commercial/Industrial,10/09/2005,transformer oil,Petroleum,2,Gallons,0
0651091,16 BRADLEY AVE.,16 BRADLEY AVE,,CONKLIN,Broome,13748,0428,7,06/28/2006,07/06/2006,Other,,Private Dwelling,09/27/2006,#2 fuel oil,Petroleum,0,Pounds,0
0409852,16 BROOK LANE,16 BROOK LANE,,CHAPPAQUA,Westchester,,6038,3,12/03/2004,12/03/2004,Tank Failure,,Private Dwelling,06/18/2005,#2 fuel oil,Petroleum,0,Gallons,0
9404030,16 CANTERBURY CORP,16 CANTERBURY ROAD,,GREAT NECK,Nassau,,3022,1,04/12/1994,05/09/1994,Tank Failure,,Commercial/Industrial,06/24/1994,#2 fuel oil,Petroleum,0,Gallons,0
0206036,16 CEDAR WAY,16 CEDAR WAY,,WOODSTOCK,Ulster,,5658,3,08/30/2002,09/11/2002,Equipment Failure,,Private Dwelling,07/06/2009,#2 fuel oil,Petroleum,0,Gallons,0
9408154,16 COLOR INTERNATIONAL,829 LINCOLN AVE,,BOHEMIA,Suffolk,,5228,1,09/20/1994,09/20/1994,Housekeeping,,Commercial/Industrial,09/21/1994,unknown petroleum,Petroleum,0,Gallons,0
9610689,16 CROTON AVE,BROADWAY+NORTH MALCOLM,,OSSINING,Westchester,,6042,3,11/26/1996,11/26/1996,Other,,Unknown,11/13/1997,unknown material,Other,0,Gallons,0
2401014,16 DEMARS BLVD,16 DEMARS BLVD,,TUPPER LAKE,Franklin,12986,1720,5,05/04/2024,05/04/2024,Equipment Failure,,Commercial/Industrial,,auto waste fluids,Petroleum,0,Gallons,0
2401014,16 DEMARS BLVD,16 DEMARS BLVD,,TUPPER LAKE,Franklin,12986,1720,5,05/04/2024,05/04/2024,Equipment Failure,,Commercial/Industrial,,diesel,Petroleum,0,Gallons,0
9807374,16 E 12TH ST,16 E 12TH ST,,MANHATTAN,New York,,3101,2,09/16/1998,09/16/1998,Unknown,,Commercial Vehicle,02/25/2003,unknown petroleum,Petroleum,0,Gallons,0
9010775,16 EAST 68TH ST/MANH,16 EAST 68TH STREET,,NEW YORK CITY,New York,,3101,2,01/08/1991,01/09/1991,Equipment Failure,,Commercial/Industrial,01/15/1991,asbestos,Hazardous Material,0,,0
1211727,16 East 6th  Road,16 East 6th  Road,,Broad Channel,Queens,11693,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,100
9511546,16 EAST 93RD STREET,16 EAST 93RD STREET,,NEW YORK,New York,,3101,2,12/13/1995,12/13/1995,Equipment Failure,,Private Dwelling,12/13/1995,#2 fuel oil,Petroleum,1,Gallons,1
0070037,16 ELGIN STREET,16 ELGIN STREET,,ROCHESTER,Monroe,,2814,8,04/17/2000,04/18/2000,Abandoned Drums,,Unknown,04/18/2000,concrete sealer,Other,110,Gallons,110
9513266,16 ELLIOT PL,16 ELLIOT PL,,BRONX,Bronx,,0301,2,01/22/1996,01/22/1996,Unknown,,Unknown,06/16/2014,#6 fuel oil,Petroleum,0,Gallons,0
1211728,16 Everett Ave,16 Everett Ave,,Gerritsen Bea,Kings,11229,2401,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,25
0207106,16 FAIRWAY DRIVE,16 FAIRWAY DRIVE,,MAMARONECK,Westchester,,6032,3,10/09/2002,10/09/2002,Tank Failure,,Private Dwelling,02/19/2003,#2 fuel oil,Petroleum,0,Gallons,0
9507081,16 FINLEY AVENUE,16 FINLEY AVENUE,,STATEN ISLAND,Richmond,,4301,2,09/11/1995,09/11/1995,Equipment Failure,,Private Dwelling,09/11/1995,#2 fuel oil,Petroleum,1,Gallons,1
1610222,16 FREIOT AVE,16 FREIOT AVE,,BAINBRIDGE,Chenango,,0922,7,11/28/2016,02/02/2017,Equipment Failure,,Private Dwelling,12/20/2018,#2 fuel oil,Petroleum,0,Gallons,0
9906210,16 FT NORTH OF 33RD AV,21ST ST,,ASTORIA,Queens,,4101,2,08/24/1999,08/24/1999,Equipment Failure,,Commercial/Industrial,11/22/1999,dielectric fluid,Petroleum,1,Gallons,0
9211574,16 GROTON AVE.-N.Y.TEL,16 GROTON AVE.,,CORTLAND,Cortland,,1202,7,01/07/1993,01/07/1993,Tank Test Failure,,Commercial/Industrial,05/17/1993,#2 fuel oil,Petroleum,0,Gallons,0
0305655,16 HALL ROAD,16 HALL ROAD,,BRIARCLIFF MANOR,Westchester,,6000,3,08/27/2003,08/27/2003,Equipment Failure,,Private Dwelling,11/20/2003,#2 fuel oil,Petroleum,0,Gallons,0
1207032,16 IN DISCHARGE PIPE,CASSADAGA CREEK,@ SR 394 OVERPASS,FALCONER,Chautauqua,,0738,9,10/17/2012,10/17/2012,Other,,Unknown,10/18/2012,unknown petroleum,Petroleum,0,Gallons,0
9411045,16 KRANFORTH ST,16 KRANFORTH ST,,FOREST HILLS,Queens,,4101,2,11/17/1994,11/17/1994,Equipment Failure,,Private Dwelling,11/17/1994,#2 fuel oil,Petroleum,30,Gallons,0
9302754,16 LEDYARD PLACE OR PARKI,16 LEDYARD PLACE OR PARKI,,STATEN ISLAND,Richmond,,4301,2,06/01/1993,06/01/1993,Housekeeping,,Commercial/Industrial,06/01/1993,unknown petroleum,Petroleum,0,,0
9812298,16 LOVEJOY RD,16 LOVEJOY RD,,HARPURSVILLE,Broome,,0426,7,01/02/1999,01/05/1999,Human Error,,Commercial Vehicle,01/06/1999,#2 fuel oil,Petroleum,40,Gallons,0
9806442,16 LOWER PARK ST,16 LOWER PARK ST,,MALONE,Franklin,,1748,5,08/19/1998,08/20/1998,Tank Overfill,,Tank Truck,08/21/1998,#2 fuel oil,Petroleum,0,Gallons,0
9301474,16 MARCY COURT,16 MARCY COURT-DEER RUN,,ITHACA,Tompkins,,5530,7,05/03/1993,04/30/1993,Unknown,,Unknown,05/04/1993,unknown material,Other,0,Gallons,0
0507909,16 MORSEMERE PLACE,16 MORSEMERE PLACE,,YONKERS,Westchester,,6018,3,10/02/2005,10/02/2005,Unknown,,Unknown,10/03/2005,mercury,Hazardous Material,1,Gallons,0
0909134,16 MOUL ROAD ROADWAY,16 MOUL ROAD,,HILTON,Monroe,14468,2840,8,11/14/2009,11/14/2009,Equipment Failure,,Commercial/Industrial,11/16/2009,transformer oil,Petroleum,3,Gallons,0
9106250,16 NORMAN ST,16 NORMAN ST,,RIDGEWOOD,Queens,,4101,2,09/10/1991,09/10/1991,Tank Overfill,,Private Dwelling,06/07/1995,#2 fuel oil,Petroleum,1,Gallons,0
0211887,16 OSTRUM ROAD,16 OSTRUM ROAD,,KIRKWOOD,Broome,,0434,7,03/03/2003,03/03/2003,Equipment Failure,,Private Dwelling,10/02/2003,#2 fuel oil,Petroleum,50,Gallons,0
1900512,16 PARK AVE,16 PARK AVE,,STILLWATER,Saratoga,12170,4652,5,04/10/2019,04/15/2019,Unknown,,Private Dwelling,02/24/2020,unknown material,Other,1,Gallons,0
0902317,16 PARK LANE CIRCLE,16 PARK LANE CIRCLE,,LOCKPORT,Niagara,,3209,9,05/27/2009,05/27/2009,Equipment Failure,,Private Dwelling,07/07/2009,transformer oil,Petroleum,1,Gallons,0
9970688,16 SANFILIPPO CIRCLE,16 SANFILIPPO CIRCLE,,PENFIELD,Monroe,,2842,8,03/20/2000,03/20/2000,Equipment Failure,,Commercial Vehicle,03/20/2000,gasoline,Petroleum,5,Gallons,5
9805245,16 SARLES AVENUE,16 SARLES AVENUE,,MOUNT KISCO,Westchester,,6000,3,07/27/1998,07/28/1998,Tank Test Failure,,Private Dwelling,12/18/1998,#2 fuel oil,Petroleum,0,Gallons,0
0307535,16 SCHUYLER HEIGHTS,16 SCHUYLER HEIGHTS,,SCHUYLERVILLE,Saratoga,,4600,5,10/16/2003,10/16/2003,Human Error,,Private Dwelling,10/16/2003,unknown petroleum,Petroleum,0,Gallons,0
9701978,16 SHEPPARD AVE,16 SHEPPARD AVE,,CYPRESS HILLS,Queens,,4101,2,04/19/1997,05/15/1997,Unknown,,Unknown,02/02/2004,#2 fuel oil,Petroleum,196,Gallons,0
9802279,16 STONEWALL LN,16 STONEWALL LN,,MAMARONECK,Westchester,,6032,3,05/21/1998,05/21/1998,Tank Failure,,Private Dwelling,06/30/1998,#2 fuel oil,Petroleum,0,Gallons,0
0312926,16 TANNERY BROOK RD,OFF OF TANNERY BROOK RD,,WOODSTOCK,Ulster,,5658,3,02/23/2004,02/23/2004,Unknown,,Unknown,11/03/2005,unknown petroleum,Petroleum,0,Pounds,0
0651131,16 TERRACE DRIVE,16 TERRACE DRIVE,,CONKLIN,Broome,,0428,7,06/28/2006,07/06/2006,Other,,Private Dwelling,09/27/2006,#2 fuel oil,Petroleum,0,Pounds,0
9801674,16 TOR TERRACE,16 TOR TERRACE,,NEW CITY,Rockland,,4400,3,05/07/1998,05/07/1998,Tank Failure,,Private Dwelling,05/18/1998,#2 fuel oil,Petroleum,0,Gallons,0
9208615,16 W. MAIN ST.,16 WEST MAIN ST,,APALACHIN,Tioga,,5400,7,10/22/1992,10/22/1992,Tank Overfill,,Private Dwelling,10/27/1992,#2 fuel oil,Petroleum,5,Gallons,0
1211729,16 West 10th Road,16 West 10th Road,,Broad Channel,Queens,11693,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,50
1211730,16 West 11th Road,16 West 11th Road,,Broad Channel,Queens,11693,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,150
1211731,16 West 18th Road,16 West 18th Road,,Broad Channel,Queens,11693,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,100
9709965,16 WEST 25TH ST,16 W. 25TH ST,,MANHATTAN,New York,,3101,2,11/28/1997,11/28/1997,Equipment Failure,,Tank Truck,12/02/1997,#6 fuel oil,Petroleum,10,Gallons,10
1211732,16 West 9th Road,16 West 9th Road,,Broad Channel,Queens,11693,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,125
1903922,16 WEST MAIN STREET,16 WEST MAIN STREET,,BLOOMINGDALE,Essex,12913,1644,5,07/17/2019,07/17/2019,Equipment Failure,,Private Dwelling,11/20/2020,#2 fuel oil,Petroleum,0,,0
9413745,16 WHITE STREET,16 WHITE STREET,,BUCHANAN,Westchester,,6022,3,01/16/1995,01/16/1995,Other,,Unknown,01/25/1995,unknown petroleum,Petroleum,0,,0
0380042,16 WILTON GREENFIELD RD,16 WILTON GREENFIELD RD,,GREENFIELD,Saratoga,,4634,5,10/16/2003,10/16/2003,Tank Overfill,,Private Dwelling,10/16/2003,#2 fuel oil,Petroleum,4,Gallons,0
9704768,16,NORTH BRIDGE TERRACE,,MOUNT KISCO,Westchester,,6056,3,07/21/1997,07/21/1997,Tank Test Failure,,Private Dwelling,04/16/2012,#2 fuel oil,Petroleum,0,Gallons,0
1907914,16,PYKE STREET,,PORT JERVIS,Orange,,3613,3,11/05/2019,11/05/2019,Equipment Failure,,Commercial/Industrial,11/06/2019,motor oil,Petroleum,2,Gallons,0
9401487,16-02 157TH STREET,16-02 157TH STREET,,JAMAICA,Queens,,4101,2,05/01/1994,05/01/1994,Deliberate,,Commercial/Industrial,05/03/1994,waste oil/used oil,Petroleum,1,Gallons,0
2209931,16-133 - SMART PATH CONNECT,7417 MURPHY ROAD,,PORT LYDEN,Lewis,,2538,6,03/15/2023,03/15/2023,Equipment Failure,,Commercial/Industrial,03/15/2023,diesel,Petroleum,1,Gallons,1
9614298,16-16 HAZEN ST,16-16 HAZEN STREET,,EAST ELMHURST,Queens,,4101,2,03/10/1997,03/10/1997,Equipment Failure,,Tank Truck,03/10/1997,#6 fuel oil,Petroleum,10,Gallons,10
1211746,16-33 Church Road,16-33 Church Road,,Broad Channel,Queens,11693,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,150
8605235,16-40 63RD ST,16-40 63RD STREET,,BROOKLYN,Kings,,2401,2,11/17/1986,11/17/1986,Unknown,NONE,Commercial/Industrial,11/17/1986,unknown petroleum,Petroleum,0,Pounds,0
8709771,16-68 42ND STREET,16-68 42ND STREET,,BROOKLYN,Kings,,2401,2,02/18/1988,02/18/1988,Tank Test Failure,,"Institutional, Educational, Gov., Other",11/05/1993,#2 fuel oil,Petroleum,0,Gallons,0
2207410,16/6 W RIGHT OF WAY,1503 ELIZABETHTOWN RD,,ILION,Herkimer,,2228,6,12/03/2022,12/03/2022,Equipment Failure,,Commercial Vehicle,12/23/2022,hydraulic oil,Petroleum,0,,0
9005266,160 3RD AV &CROSS BAY BLV,160 3RD AV / CROSS BAY BL,,NEW YORK CITY,Queens,,4101,2,08/13/1990,08/13/1990,Deliberate,JAMAICA BAY,Commercial/Industrial,11/06/2001,cooking grease,Other,0,Pounds,0
9408027,160 98TH STREET,160 98TH STREET,,BROOKLYN,Kings,,2401,2,09/16/1994,09/16/1994,Equipment Failure,,Private Dwelling,05/19/1995,#2 fuel oil,Petroleum,0,,0
9100893,160 BENNETT AV&189THST/BX,160 BENNETT AVE& 189TH ST,,NEW YORK CITY,Bronx,,0301,2,04/23/1991,04/23/1991,Tank Overfill,,Commercial/Industrial,03/30/1995,#6 fuel oil,Petroleum,50,Gallons,0
0903232,160 CENTRAL PARK SOUTH - TTF,153 WEST 58TH ST,160 CENTRAL PARK SOUTH,MANHATTAN,New York,,3101,2,06/18/2009,06/18/2009,Tank Test Failure,,Commercial/Industrial,04/13/2015,#6 fuel oil,Petroleum,0,,0
9109933,160 E 102ND ST,160 E.102ND ST,,NYC,New York,,3101,2,12/10/1991,12/18/1991,Equipment Failure,,Tank Truck,12/18/1991,#2 fuel oil,Petroleum,5,Gallons,0
9112107,160 E 102ND ST,160 E 102ND ST,,NYC,New York,,3101,2,02/26/1992,02/26/1992,Equipment Failure,,Tank Truck,02/26/1992,#2 fuel oil,Petroleum,2,Gallons,0
9110120,160 E 102ND ST/COSTOSO,160 E 102ND ST,,NYC,New York,,3101,2,12/24/1991,12/24/1991,Equipment Failure,,Private Dwelling,12/24/1991,#2 fuel oil,Petroleum,5,Gallons,0
9010053,160 EAST 102ND ST/MANH,160 EAST 102ND STREET,,NEW YORK CITY,New York,,3101,2,12/15/1990,12/15/1990,Equipment Failure,,Tank Truck,12/15/1990,#2 fuel oil,Petroleum,2,Gallons,0
9004295,160 EAST 27TH ST/MANH,160 EAST 27TH STREET,,NEW YORK CITY,New York,,3101,2,07/18/1990,07/18/1990,Equipment Failure,,"Institutional, Educational, Gov., Other",05/25/1995,#6 fuel oil,Petroleum,20,Gallons,0
9308100,160 EAST 65TH STREET,160 EAST 65TH STREET,,MANHATTAN,New York,,3101,2,10/04/1993,10/04/1993,Housekeeping,,Commercial/Industrial,10/04/1993,unknown petroleum,Petroleum,0,,0
9312624,160 EAST 89TH STREET,160 EAST 89TH STREET,,MANHATTAN,New York,,3101,2,01/26/1994,01/26/1994,Equipment Failure,,Commercial/Industrial,01/06/1995,#6 fuel oil,Petroleum,20,Gallons,0
0305085,160 FEET FROM NE CORNER,LAFAYETTE AV & ROCKWELL PL,,BROOKLYN,Kings,,2401,2,08/13/2003,08/13/2003,Unknown,,Unknown,08/15/2013,other  -,Other,0,Gallons,0
